,text,polarity
1759,لا تتردد في الزيارة افتخر ان عندنا بالسعودية زي الاماكن هاذي,Neutral
1760,تجرب ممتع وجميل وعند الستقبال في موضف اسمه جود تعامله كويس و ممتاز وشكرا,Positive
1761,اماكن تراثية,Neutral
1762,رائع انصح كل من يزور المدينة بالذهاب و اصطحاب الابناء,Positive
1763,رووعة  مكان رائع والشكر موصول للمهتمين بصيانة هذا المعلم,Positive
1764,اجمل مكان ممكن تزوره يحتاج قوة تشجير للمنتزهات الاشجار الكثير منه صغيره وبدون ضل,Positive
1765,المكان جيد و تجربة ممتعة للعوائل ايام العوائل الخميس و الجمعة و السبت المكان واضح فيه الاهتمام و التطوير,Positive
1766,لمحبي التاريخ,Neutral
1767,جميلة يمر فيها الوقت دون ما تحس اغلب الاحيان تفتح العصر غالبا و الدخول  ريال فيها حيوانات و اشجار جميلة,Positive
1768,جزيرة النورس من اجمل  الاماكن التي زرتها في ينبع نظيفه ومسطحات خضراء   امامك الشاطئ جميل ونظيف ومرافق عامة ومسار للمشي و الالعاب للاطفال  نشكر القائمين والمسوؤولين من الهيئه الملكيه  على هذا الانجاز الرائع ,Positive
1769,مكان جدا ممتاز واللي محليه انو ساعة مفتوح اشكر امانة الاحساء ع هذا المشروع ,Positive
1770,يسحرني جمال وفخامة تصميمه  الاشجار والموية  المتحف الوطني  يعيبه الزحمة,Positive
1771,تاريخ اصيل,Neutral
1772,الحقيقة مكان يستحق الزيارة وبقوة  يوجد جميع انواع الحيوانات  ويوجد جلسات على المسطحات الخضراء  والنظافة على اعلى مستوى,Positive
1773,من اروع الحدائق في ينبع وفي السعودية مرتبة منظمة جميلة  نظيفة هادئة,Positive
1774,مكان جدا رائع ومنظم وجهود جميلة ومناسب للاطفال والكبار ترفهيهي وتعليمي,Positive
1775,مكان رائع ويستحق الزياره ومظلوم لان لا يروج له بالشكل المطلوب قضيت فيه وقت مفيد وجميل,Positive
1776,ترجعوا من الجميع بزيارتها باسرع وقت ممكن لا تفوتكم الفعاليات التي ستقام بها,Neutral
1777,متحف ومعرض جدا جدا جدا جميل  ,Positive
1778,الاسف المكان مليىء بالعيوب يعني متحف وفيه اثار قديمة وفي مدينة سياحية ويبعد عن الحرم مسافة بسيطة بالسيارة ويعامل كذا النظافة سيئة جدا حول المتحف لا يوجد مواقف المكان حول المتحف مقفل على اساس يتحول حديقة والله العالم متى اخر مره اشتغلو فيه,Positive
1779,ممتازه واكثر من رايع عرض التراث الجميل الذي يبهج النفوس قضينى هناك وقت حلوجدا,Positive
1780,مكان رائع جدا,Positive
1781,جيد والشباب والشابات رائعبن بالتنظيم والخدمه,Positive
1782,مدينة المعرفة جميله وهادية بشكل خيالي ومجهزة بشكل كامل وكميرات وجبل احد اجمل مايكون منضره خلال,Positive
1783,مكان جميل يعرف بانماط العمران المختلفة في منطقة جازان و قريب من شاطيء المرجان,Positive
1784,جميل جدا للزيارة السريعة,Positive
1785,من برا الله الله ومن جوا يعلم الله مركز سايتك افضل للي يدورون اشياء علمية,Positive
1786,مكان جميل يستحق الزيارة ,Positive
1787,حديقة جميلة وممتعة خاصة مع الاطفال لكن بعض الحيوانات لايوجد لوحة تعريفية باسمائها,Positive
1788,تاريخ عريق و قوة بالبناء,Neutral
1789,ماعاد,Negative
1790,جميلة ورائعة ,Positive
1791,يحتاج الى بعض الاهتمام والترويج لها في جميع وسائل الاعلام الجديد,Positive
1792,زورو جميل جدا,Positive
1793,مكان جدا جميل حياة فطرية طبيعية وجنة لهواة التصوير والتخييم يفضل الذهاب في الاجواء المعتدلة  يحتاج سيارات دفع رباعي يفضل الذهاب اكثر من سيارة,Positive
1794,المكان راقي و حضاري و مهيا لذوي الاحتياجات الخاصة من مواقف و مصاعد و المطاعم اللي فيه ليست بالسيئة لكن كان المفروض المستوى احسن من كذا من ناحية اختيار المطاعم منها فايف قايز بالخارج ما ياكل به الا الهوم ليس و اما المجتمع اللي تجيه فيوجد قلة,Neutral
1795,مكان جميل جدا وافضل الامكان في جده التاريخيه,Positive
1796,جميل وجذاب ونظيف وواسع ومرح  ومناسب لجميع افراد العائلة,Positive
1797,هادي و نضيف و مطل على البحر و يوجد العاب اطفال,Neutral
1798,برنامج جميل انصح فيه اصحاب السفريات,Positive
1799,اجواء جميلة سبحان الخالق واطلاله واماكن تناسب العوائل ينقصها بعض الخدمات,Positive
1800,كنز بدا في الزوال  اتمنى من سمو الامير محمد بن سلمان استحداث هيئة عليا لتطوير جدة القديمة  اسوة بالعلا والدرعية,Neutral
1801,سيتم فتح المتحف بتاريخ  ديسمبر حسب افادة الاخوة,Positive
1802,جميلة اللعبة جدا جينا من الرياض خط عشانها والاستاذ عبدالرحمن بدع بس ما انصح اصحاب القلوب الضعيفة بدخول نايت مير  الكابوس  لان طلعت وكلي دموع واحبالي الصوتيه راحت ولكن تستاهل استمتعت جدا وبكرة بجرب لعبه ثانيه ,Positive
1803,المكان جدا جميل ومتجدد  الا تلقى فيه جديد من زيارة لاخرى,Positive
1804,المكان رائع  وتعامل العاملين راقي ,Positive
1805,المعرض جميل وممتع في البدايه توقعت اننا بنخلص بسرعه لانه مو كبيرلكن ساره عيشتنا جو المكان وتحملت حماس الاطفال وازعاجهم واسالتهم لدرجة ماحسينا بالناس حوليناشكرا لك,Positive
1806,مستهتر,Neutral
1807,المكان جميل مره بس ينقص اهتمام شوية دورات مياة  نفايات نظافه تنظيم يطلع مكان جميل,Positive
1808,نتوقع زيادة الاضاءة وزيادة الاكشاك حيث يوجد فقط واحد وكذلك نتوقع عمل مصلى اخر جهة البحيرة الجديدة,Positive
1809,رائع و المكتبة اكثر شيء رائع و جميل في هالمكان,Positive
1810,مهرجان رائع و ممتع و يعيبه سوء التنظيم من العسكر و الشركة المتعاقيدين معها للمساعدة في التنظيم بدليل الزحام الشديد و اختلاط القادمين مع المغادرين في اي جزء داخل  المهرجان او خارجه و اضافة الى ذلك فشل قرار السماح للعزاب بالدخول للمهرجان مع,Negative
1811,تحتاج نظافه ودورات مياه,Negative
1812,مكان هادي وجميل للعوائل,Positive
1813,حر,Negative
1814,جيت اول م فتح كان بداية شتاء 🤗,Positive
1815,يوجد به اكثر من  قسم لكل ماهو مذكور في القران الكريم من طعام ولباس وحرف وغيرها تحت الانشاء والتطوير مغلق  كان مجاني ونامل ان يكون كذلك بعد افتتاحه,Neutral
1816,منتزه جميل جدا وفيه كل الشي التراثيه ومطاعم,Positive
1817,مكان جميل جدا للاطفال للتعرف عالحيوانات والاستمتاع بالمكان,Positive
1818,تراثية وجيدة للتصوير,Positive
1819,مكان جميل ورائع جدا للعائلات لكن وجدناه مغلق في  يناير  بسب كورونا  الحدائق المجاورة جميله جدا وممتعه للعائلات,Positive
1820,سعر التذكره للامانه غالي جدا  الي معه عائلة مكلف جدا جدا جدا الاسعار واستغلال هاذي هدم لسياحه,Negative
1821,من الاماكن الجميله والراقيه ولكن المساحة صغيره ومن وجهة نظري انك تستطيع ان تقضي فيه من نصف ساعه الى ساعه وتخلص زيارتك له,Negative
1822,ماشاء الله جميل جدا مشكورين على جهودكم,Positive
1823,التعليق لايفيهم حقهم واجهه للمعارض والتطوير الذاتي,Neutral
1824,رهيييبه,Neutral
1825,بحيرة جميلة وتصميم رائع يعجبني انتشار مثل هذه البحيرات رغم قربها البحر الا انها حازت على عدد كبير من الزوار اتنمى ان نرى غيرها في كل مدينه,Positive
1826,مكان جميل وهادئ ومخدم ومن اجمل الحدائق في المملكة ملاحظة نرجوا الانتباه للاطفال عند البحيرة فقط,Positive
1827,المكان بلا شك جميل جدا كطبيعة جبال وزراعهلكن الطرق المؤديه اليه سيئة جدا مفرده مظلمه لايتوفر به دوريات لاي جهة مرور شرطه امن طرق شي مزعج خاصة في الليل الاستقبال سي من القائمين على اثار صالح والتنظيم اسواء بدليل انك توصل عندهم يرسلونك للعلا لاخذ اذن دخول على مسافة ك بعد ان توصل هناك في طنطوره يقول ماعندنا روح العلا فيه قصر افراح تبحث عنه تجد مسؤل اسمه خالد يقول الان الوقت متاخر الرابعه عصر الخميس تعال السبت تعب وارهاق وطريقه غير معروفه للزيارهبمعنى الوصول لتك المواقع صعب والدخول تحتاج الى معرفه او واسطه بكل اسف نهاية رحله ك  تصدم بعدم تقدير لسنك او لرحلتك الطويله,Positive
1828,مكان مرتب ومنظم بطريقة ممتازة ولكن يغلق في وقت مبكر,Positive
1829,جميله جداا,Positive
1830,المكان رائع ومنظم واجمل ما فيه المكتبة مناسبة لجميع الاعمار الاضاءة اكثر من رائعة ومبهرة,Positive
1831,جميله ومنظمه ولكن بعض المحلات مغلقه ولايوجد كافيهات او كشكات ولكن بصفه عامه جميله وتستحق الزياره,Positive
1832,المكان جميل جدا رائع مع وجود بعض الملاحظات البسيطه التي بالامكان  تصحيحها,Positive
1833,من الاثار القديمة,Neutral
1834,اجمل مكان واروع مغامرة تبتدى بيها رحلة الطائف بس يعيبه سوء التنظيم انتظرنا اكثر من ساعتين فى الخارج فى الشمس فى طابور طويل لحجز التذاكر,Negative
1835,المكان جميل مطل على البحر   لكن لا انصح ان يتم قصدها من مكان بعيد  اجمالا المكان نظيف وجميل لكن لا انصح بقطع مسافات كبيرة للوصول اليها,Positive
1836,انه مكان جميل ويجب على الكل زيارته,Positive
1837,بصراحه لا يستحق ولا نجمه مكان قذر ومنظر مخجل لا يوجد اهتمام ولا نظافه,Positive
1838,جبل جميل ووجهة سياحية ماشاء مهمة,Positive
1839,متحف رائع ولكن ينقصه اشياء كثير والاهم من ذلك يجب وجود مرشدين وناس فاهمه بالتاريخ عشان يعرف يجيبوا على اسئلة زوار المتحف وتثقيفهم بتاريخ مدينة الرسول الكريم صل الله عليه وسلم,Positive
1840,يحتاج عنايه اكثر ونظافه اكثر وللاسف الاغاني ف المنتزه لم يحترمو المسجد الذي اقيمت فيه ثاني جمعه بالاسلام حسبي الله ونعم الوكيل,Positive
1841,من اروع الاماكن الي زرتها في الرياض مكان جميل للاستكشاف فيه متحف الملك عبدالعزيز رحمه الله وسياراته وقصره وفناء القصر ومسجد الملك عبدالعزيز وساحه رائعه للعب الاطفال بالسياكل والاسكوترات واماكن رائعه للجلوس وانارة المكان جميله جدا ومسطحات خضراء وبرك مياه صناعيه فعلا مكان يستحق الزياره,Positive
1842,احلا مكان صدق والموظفين متعاونين خاصتا جود,Positive
1843,لازم كل احد يروح له,Positive
1844,قرية تراثية رائعة موسمية تم افتتاحها على شرف صاحب السمو الملكي الامير محمد بن ناصر امير جازان تفتح خلال شهري يناير وفبراير فصل الشتاء  ربيع جازان,Positive
1845,المكان جميل جدا جدا ينقصه البقالات,Positive
1846,متحف جميل ومميز  النظافة ممتازة جدا المكان  ورسوم الدخول مناسبة ,Positive
1847,الحديقه جميله جدا لكن تحتاج تنوع في الحيوانات النادرة  الفيل اعتقد انه من العصر الاموي على وشك الهلاك,Positive
1848,فقير,Negative
1849,غنية عالتعريف ,Neutral
1850,عمل جميل وراىع وينقصه الاهتمال من قبل اهل الاختصاص وانصح من اهل العلا افضل من خارجها,Positive
1851,المكان واسع ونظيف والالعاب متميزة والمناظر رائعة,Positive
1852,الحديقه رائعه بالفعل ولكن اتمنى فعاليات الرمضانيه تكون ايمانيه اكثر بالصلاه والتراويح و تجنب الاختلاط والتذكير بفضل الشهر,Negative
1853,تجربة جميلة جدا بس غالي جدا,Positive
1854,تجربة جدا جميلة استقبال رائع تعامل جميل شكرا عمر و جوري,Positive
1855,مكاان ما يمل ابدا وتستحق الزيارة واهتمام الموظفين فيها يذكر فيشكر,Positive
1856,مميز ومتنوع وكبير جدا تنبيه بخصوص متحف الطفل برسوم و الدخول له كل راس ساعتين فتاكد منهم قبل بالاتصال عليهم,Positive
1857,افضل بحيرة وانظف ومرتبه وهدوء واسترخاء بالمناظر والهواء العليل والطيور والسلاحف والزهور والطبيعة والالعاب مكان اكثر من رائع نهنيهم عليه اهل ينبع,Positive
1858,موروث جيد,Positive
1859,روع,Neutral
1860,لاباس بس البسطات التي عند الباب ماهليهم رقابه الاسعار عندهم غالي,Positive
1861,خدمات وجهود جباره يشكرون عليها,Positive
1862,جميل المكان يستحق الزياره,Positive
1863,تجربه جميله جدا وفوائد علميه يوجد رسوم لقاعة المعرفه,Positive
1864,ماشاء الله تبارك الله جميله ونظيفه وترتيب جميل جدا  بس لو وضعو خارطه للحديقه مجسم عند الدخول,Positive
1865,تجربة ثرية  وممتعة  انصح بزيارته,Positive
1866,فيها كل شي مهرجان يستحق ان تذهب لاجله,Neutral
1867,ما شاء الله المطرود مبدع,Positive
1868,يحتاج اهتمام اكثر بالنظافة وذلك بسبب الزوار  اتمنى الدخول باسعار رمزيه 🧐,Negative
1869,متحف ممتاز ولكن السعر عالي,Positive
1870,بجانب المسجد النبوي الشريف,Positive
1871,مكان اثري قديم  متميز,Positive
1872,زرته وقد اعجبني كثيرا يحتاج لمن يشرح المحتويات يحتاج لوحات ارشاديه على مداخل الطائف سعر التذكره  ريال للفرد الواحد  خلط ببن الماضي والحاضر لايوجد مواقف,Negative
1873,بالويكند مولعين ومولعات جو امهم مرض ايام الاسبوع يكون هادي ورايق,Neutral
1874,جيتها عام  بصراحه كانت لا تستحق الزياره لكن عدت الزياره من جديد لكي اشوف هل من تغيير ولا عادها على ماكانت عليه انصدمت بصراحه في التغيير الجذري مزروع واهتمام ونظافه انصح بزيارتها بصراحه,Positive
1875,لا تعمل,Neutral
1876,المعرض مجهز باحدث الوسائل للعرض ويحتوي علي العديد من المجسمات والمخطوطات الاثرية التي لاتقدر بثمن فقط يفتقر لمرشدين بلغات مختلفة لتعريف الزوار بهذا المخزون التاريخي العظيم,Negative
1877,جميل كمعرض ومنظم جدا العتب على سعر قسم الطفل ب ريال والمرافق ايضا ب سعر مبالغ فيه فيما عدا ذلك ممتاز كرحله تعليميه,Positive
1878,مكان جميل ورائع ومنظم يمتزج فيه جمال صوت الطيور بجمال الطبيعة,Positive
1879,لاعرفه,Neutral
1880,بحيرة صناعية معلم من معالم السياحية في ينبع الصناعية محاطة بحديقه و يمتاز بوجود طيور مهاجرة خاصة في فترة الصباح,Positive
1881,تاريخيه,Neutral
1882,ناقصو تنظيم اكثر المفروض يكون في خريطه في المحل وخريطه يوزعوها ع الزوار فيها موجود فيها العروض واماكن الاشياء والاسعار مبالغ فيها شوي صراحه,Negative
1883,مكان خرافي حقيقة  لكن مع الاوضاع الحاليه الاماكن المهمه معه المتاحف مسكره بسبب كورونا  لكن نفس الممشى و المكان مفتوح لكن القصر والمتحف مغلق  رائع و اعتقد ان كل احد لازم يزوره  من هنا تبدا الرياض  من هنا تبدا الرحلة   اعتقد الوقت المثالي له صباحا في الشتاء  وفي صيف الرياض اكيد مساء ,Positive
1884,متحف جدا متميز بكل جوانبه الحضاريه التي تبرز المملكة والتاريخ بكل حقبه,Positive
1885,موقع اثري تاريخي,Neutral
1886,متحف ممتاز جدا وبه سيئات الملك عبدالعزيز,Positive
1887,مكان جميل ورائع وخاصه في الصباح بعد الفجر تلتمس منه الحياة الجميله,Positive
1888,غلطه,Negative
1889,المتعة والتاريخ والاثار النبوي تجده هنا,Neutral
1890,ساحة كبير جميلة جدا تراثية ومصممة بشكل رائع  من معالم الرياض التي يجب زيارتها  اتمنى فتح مقاهي ومطاعم حولها لتشجيع الناس على زيارتها والمكوث فيها اطول وقت,Positive
1891,سلامات ريال تذكرة الدخول ترى المبلغ للامانة غالي جدا ريال وكثيرة عليها بعد,Neutral
1892,متحف جميل جميل جدا انصح فيه وبقوة يستاهل الزيارة سعر التذكرة ريال والاطفال مجانا  مجهود شخصي مميز جدا,Positive
1893,ابداع ماشاء الله تبارك الله ,Positive
1894,اصبح مكان غير مناسب,Positive
1895,المتحف الوطني السعودي هو متحف وطني ضخم في المملكة العربية السعودية فتح في  ويقع في الجزء الشرقي من مركز الملك عبد العزيز التاريخي في الرياضفي حي المربع وسط مدينة الرياض العاصمة على ارض مساحتها متر مربع يتكون المتحف من ثمان,Positive
1896,الحديقة تطورت كثيرا عن السابق  النظافة ممتازة جدا العاملين في الحديقه بكل مكان الامن  يوجهون وتستفسر عن مكان يقدمون لك المعلومات الكافية  وايضا من حيث تجمع عند حيوان معين ينبهون الناس,Positive
1897,مركز الملك عبد العزيز الثقافي العالمي او اثراء هو مركز ثقافي تملكه ارامكو السعودية ويقع على نفس الموقع الذي اكتشف فيه بئر الخير اول ينبوع للنفط في المملكة العربية السعودية بمدينة الظهران وياتي تصميم مركز الملك عبد العزيز الثقافي العالمي,Positive
1898,لطيف جدا,Positive
1899,العاب مائية للاطفال  و مراجيح للاطفال  مسطحات خضراء جميله دورات مياه,Positive
1900,متحف وطن تراث بلادي,Positive
1901,رائع ثقافي تعليمي,Neutral
1902,الترفليك ممتاز بنسبه لالعاب المائية مستوها شين  واحد المويه وسخه اثنين العمال اسلبهم مع الزبون شين ثلاثه طلوع مشي المفروض يكون هناك  درج الكتروني  اخر شي  الزحليقة الطويله خطيره و تصميمها غلط ما انصح  بتجربتها,Positive
1903,ندامه,Neutral
1904,متحف السلام عليك يا ايها النبي جميل ورائع ويحكي تاريخ الاسلام وقصص تستحق النشر كان  فيه مبنى متحف السلام عليك  في مكة المكرمة حي النسيم بجوار متاجر السعودية موقع مناسب ولقد تمت ازالته وهدمه,Positive
1905,لمحبين القراءة والاطلاع على انواع الثقافات من ادب وروايات وقصص وتاريخ وجغرافيا وفلسفة وغيرها من العلوم والفنون وبمختلف اللغات سواء كان للاطفال او الكبار او الباحثين للجامعات والدراسات العليا وغيرهم مكان ساحر هادئ جلسات مخصصة للقراءة وكفتريا تخدم الرواد حقا مكتبة عظيمة تستحق الزيارة وبشدة,Positive
1906,رائعة اجمل نزهة للاسرة ,Positive
1907,جميل في فتره المساء,Positive
1908,موقع ممتاز  ومكان جميل جدا,Positive
1909,مهرجان اكثر من رائع  يجمع مناطق المملكة بتراثها المتنوع في مكان واحد وكذلك مشاركات دول الخليج متميزة جدا وفكرة استضافة دولة في كل عام تطلعنا على ثقافات الشعوب المختلفه حول العالم جيدة جدا  وجهود جبارة من الحرس الوطني في التنظيم,Positive
1910,مسكره,Negative
1911,قفزة حلوه في العلا مرا اعجبني التنظيم و كل شي,Neutral
1912,زرنا المتحف كجزء من برنامج جامعي  كانت تجربة رائعة  المتحف تاريخي وفيه معروضات تثري المعرفة بشكل مرئي,Positive
1913,المعلم جميل جدا ولكن سعر الدخول تكلفته عاليه ب  ريال واذا القصد الصيانه وتكلفة الايدي العامله بامكانكم تاجير كوفيهات ومطاعم وكشكات والدخول يكون بسعر رمزي اتمنى مراجعة السعر,Negative
1914,• من تصويري  دعمكم لي اكبر شرف لي ,Neutral
1915,جميلة لكن ينتشر فيها البعوض وتم اقامة شتاء ينبع في هذه الحديقة ولكن رائحة التدخين مؤذية,Positive
1916,انصح بزيارته للتعرف على تاريخ المدينة,Positive
1917,ممتاز ويحتاج تطوير كطريق للوصول ومواقف للتلفريك غير معبدة,Negative
1918,مكان جميل ومنتزه العوائل فيه نظيف,Positive
1919,مو معقوله لازم مواقف زي الناس كفراتنا تكسرت,Negative
1920,جيد ولكن يحتاج النظر في الاسعار,Positive
1921,رائع جدا و يحتوي على محتويات تراثية و اثرية من عبق الماضي الجميل,Positive
1922,خيمنا المكان رااائع لكن الناس بترمي القمامة ومشوهة المكان لو كل واحد لم زبالته واخدها في طريقه كان المكان جميل,Positive
1923,اصبحت متهالكة والعاب الاطفال مكسره والاشجار غير معتنى بها,Negative
1924,موقع اكثر من رائع حيث يقع في موقع استراتيجي على امتداد كورنيش الدمام حيث يهتم الموقع بجميع التراثيات القديمه من سيارات وعملات نقديه واغلب الحيوانات المحنطه وغير ذالك الكثير من الاثريات اللتي يرغب الكثير بالتعرف اليها والاجمل من ذالك تصميم,Positive
1925,مكان راائع وهادي ولكن يحتاج الى فعاليات والى استثمارات اكثر من قبل المسثمرين والعاب اطفال حتى ولو كانت بدائيه حتى يكون هناك التئام بين المكان والالعاب  وايضاتمنيت يكون هناك مقطوره تجمع الزوار ويكون هناك مرشد سياحي يقوم باعطاء جميع المعلومات عن الموقع وماكان به مسبقا حتى ولو كان هناك رسوم رمزيه متحف طريف كان مغلق امام الزوار العوام ولا يفتح الا لزيارات الرسميه فقط  ولكن بالمجمل المكان جميل وهادي ,Positive
1926,جميله جلسنا جهه الشباب ونزلنا للاسفل مكان رائع,Positive
1927,رائع وممتع وجميل للغاية يستحق التجربة,Positive
1928,صراحه عدة امور غير مناسبه اول شي قائمه الطعام Menu تقدر تقول عدة طلبات رئيسيه غير موجوده,Positive
1929,قفلت وبقي مكانها سينما,Positive
1930,جمال مو طبيعي للكوفي شوب وشغلات حلوه ولكن لدي تعليق اتمني تطويرة وتوجيه يوجد بعض السيدات بدون عبايات احتراما لعاداتنا بس ولكن اللي سوها داخل البوليفارد من اروع ما رايت وكاني مسافره,Neutral
1931,جميلة وذات اطلالة رائعه,Positive
1932,مكان جميل للتنزه مع العائلة خصوصا للاطفال,Positive
1933,المتحف جميل  وانصح زوار المدينة بزيارته,Positive
1934,حسافه بعد مشورا طويل صيانة,Negative
1935,كانت تجربه جدا رائعه   تاخذنا محتويلته الى العهد القديم والتراث السعودى الجميل,Positive
1936,الحديقه رايقه,Positive
1937,الكبد,Neutral
1938,يحتاج توسيع اكثر ويحتاج راحة فترة بسيطة الوقوف متعب صراحة المادة الملقاة وطريقة الالقاء جميلة جدا نشكر القائمين على المعرض,Positive
1939,الدخول ب ريال دخلت المنزل فقط غرف ولايستحق دفع اي مبلغ من الافضل الذهاب للمواقع التراثية الحكومية افضل بكثيررر من منزل المتبولي رحم الله من سكن به,Positive
1940,حياء,Neutral
1941,استجمام,Neutral
1942,منتجع رائع والقرية ممتازة فيها كل الخيارات من مطاعم والعاب للاطفال والكبار اعجبتني لعبة السيارات كثيرا انصح بزيارة المنتجع وعدم تفويت متعة ركوب التليفريك والاستمتاع بالقرية كل التقدير للقائمين على هذا المكان الرائع,Positive
1943,شقق نظيفه وسعر مناسب ,Neutral
1944,معلم اثري انصح بزيارتة,Positive
1945,ممتاز وحلو كتير,Positive
1946,مكان رائع اجواء تراثية جميله جدا الدخول بعشرين ريال يستثنى الاطفال الاكل شعبي تراثي جميل جدا مايبخلون في المكونات ولا الكميات مطعم راهي ومقهى رائع اجوائه ممتازه جدا الخدمه جميله والتعامل راقي والاسعار معقوله المتحف حكايه ثانيه جميل جدا المتاجر جميله جدا وتنزع ممتاز وطابعها يناسب المكان,Positive
1947,المهرجان الوطني للتراث والثقافة او مهرجان الجنادرية هو مهرجان تراثي وثقافي يقام في المملكة العربية السعودية منذ عام ه  وكانت الدورة الاولى للمهرجان في مارس غالبا ما يكون موعده في فصل الربيع بشهري فبراير ومارس ويجذب العديد من الزوار داخل وخارج المملكة ويقام تحت اشراف وزارة الحرس الوطني السعودي,Positive
1948,كانت تجربه ممتعه وتستحق التجربه وراح نعيدها في غرف اخرى و الف شكر للاخ عمر على الشرح الوافي,Negative
1949,يستحق الزيارة وانصح فيه وبقوه للعوائل والاطفال,Neutral
1950,ابداع المكان الاجواء لكن يحتاج يفتح في المنطقه مطاعم مرتبه ونظيفه تناسب المكان,Positive
1951,جميل مطاعم وكافيهات رائعة,Positive
1952,مكان تراثي اتمنى ان تقام فيه بعض الفعاليات,Positive
1953,تراثنا الجميييل ما ينمل من زيارته بس كان نفسي زرت جناح الرياض كان فعلااا مميز  و نحتاج نضيف تراث الثمانينات و التسعينات لانها صارت ضمن ماضينا و تراثنا,Positive
1954,منتزه جميل وسياحي,Positive
1955,مكان للتراث والمباني القديمة والاثرية مكان جميل,Positive
1956,للاسف لايوجد حمامات او مكان للوضوء,Negative
1957,متحف اثري جميل,Positive
1958,حلوو وننتظر ان شاء الله يفتح المهرجان,Positive
1959,مكان جميل للتمشية ولكن اين المواقف,Positive
1960,اثار تستحق الزياره,Neutral
1961,جدا راىع وهادي حبيته بصراحة,Neutral
1962,ممتعه جدا انصح بزيارتها,Positive
1963,مررره جمييل,Neutral
1964,حسافه,Neutral
1965,متحف رائع بمعنى الكلمة كل شيء فيها مذهل صدقا اعجز عن وصف و لا تكفيني زيارة واحدة تحتاج زيارات عدة واستمتع بمشاهدة وقراءة معلومات وتعلم والتقاط الصور,Positive
1966,مهرجان مهم جدا وثري لكن للاسف الازدحام متزايد كل سنه عن الاخرى بسبب ان فترة اقامة المهرجان قصيرة جدا بمقارنة ما يقدم من عروض وانشطة فلماذا لا يتم تمديد فترة المهرجان لقراية  اشهر حتى تتعادل نسبة الزوار اليومية مع عدد الايام للمهرجان,Neutral
1967,مكان جميل يتجلى فيه ابداع الخالق سبحانه وتعالى,Positive
1968,للاسف ذهبت بتاريخ بعد الظهر ولقيته مقفل و ذهبت لقصر صاهود و بيت البيعة و للاسف كان مغلق ايضا,Negative
1969,ما شاء الله الظاهر ان لهذا البيت تاريخ عريق,Positive
1970,مكان اكثر من رائع واليل مع الاضواء جدا ممتع,Positive
1971,للامانه المكان اول مره ادخله لكن كان جميل طبيعته حلوه ومن حظي كان الجميل براد ويجننن لكن للاسف اماكن الاكل النظافه فيها سيئه فما قدرت اكل عندهم اكتفيت بالتمشيه وطلعت,Positive
1972,مناطق جميلة  في بعض المناسبات الكبيرة يكون التنظيم فيها ,Positive
1973,فيه كل ما هو مرتبط بتاريخ المدينة قديما والاطلاع على ما اندرس منها وربطه بالحاضر,Neutral
1974,منتزه شبه جميل ينقصه بعض التعديلات والنضافه وفيه الشللات معطله ارجو اعادة انضر فيها وفيه دوراة المياه غذره وصنابير المياه تالفه يعني حديقه بلصح مهمله وفيه شي جدا خطير لماذا اسم السلام يكتب بلخط العريض علا دوراة المياه السلام من اسماء الله سبحانه وتعالى وانا ابري ذمتي لله وحسبي الله ونعم الاوكيل,Positive
1975,حاجة,Neutral
1976,جميله جدا جدا و مرتبه و يشرف على صيانتها و مراقبتها الهيئة الملكية,Positive
1977,جدا جميل المكان ومنظم وكبير جدا ويحتاج الشخص الى حذاء رياضي او حذاء مريح اكرمكم الله حتى يزور كامل المعرض بكل اريحية  ,Positive
1978,مكان رائع جدا للعائلات والافراد,Positive
1979,متحف جميل وفيه الكثير من المعلومات القيمة عن المدينه,Positive
1980,متوقف الان بسبب الجانحه,Neutral
1981,متحف باجتهاد شخصي يضم الكثير مما له علاقه بالماضي الجميل,Positive
1982,القبول جامعة الملك سعود,Positive
1983,مكان جميل وهادى,Positive
1984,زبالته,Neutral
1985,جميله ولاكن تسكير السكه امر خاطا,Positive
1986,جميله وتراث اكثر من رائع,Positive
1987,مكان جميل مناسب للاطفال,Positive
1988,لايوجد تنظيم ولااهتمام والا مرافق,Negative
1989,ممتازه جدا ومتنوعه والجلسات متوفرة بالنسبه للاسعار  للطفل و للمرافق طول الطفل يفضل اكثر من  سم ولكن يعتبر قصير ويجب متابعته باستمرار يوجد عمال للتنظيم ولكن يسمح للمرافق بالوقوف في الماء للانتباه للطفل الصغير دورات المياه ومكان الاستحمام ومكان تبديل الملابس نضيفه يوجد بوفيه صغيره في مكان الالعاب ويوجد مطاعم متنوعه في نفس الطابق ويسمح بدخول الماكولات يفضل الزياره من الساعة الرابعه بالرغم من ان المكان شغال الى الساعه  ليلا يمكن الدخول والخروج الى الالعاب بدون مشاكل  العيوب عدم وجود منطقه اصغر للاطفال الصغار وعدم وجود معاملة صارمه لبعض الاطفال المشاغبين  الطاقم ممتاز ومتعاون,Positive
1990,ما اعرفها,Neutral
1991,متحف جميل جدا يستحق الزيارة ,Positive
1992,من اجمل الاماكن اللي رحت لها,Positive
1993,متحف جميل و مطعم جميل اكلهم زين الاسعار عادية وفي اكل مناطق المملكة بس اذا تبون اكل بحري كثير ما فيه في طبخات منطقة الشرقية فقط اما اكلات بحرية بكثرة ما فيه,Positive
1994,متحف يبرد القلب,Positive
